Base Word,Guideword,Level,Part of Speech,Topic
variable,,C1,noun,
vegetation,,C1,noun,
veil,MATERIAL,C1,noun,clothes
vein,,C1,noun,body and health
vein,,C1,noun,body and health
verbal,WORDS,C1,adjective,
verdict,OPINION,C1,noun,
verify,,C1,verb,
version,DESCRIPTION,C1,noun,
versus,COMPARED WITH,C1,preposition,
versus,AGAINST,C1,preposition,shopping
vertical,,C1,adjective,
vice versa,,C1,adverb,
viewpoint,,C1,noun,
vine,,C1,noun,natural world
virtual,ALMOST,C1,adjective,
visible,OBVIOUS,C1,adjective,
vision,ABILITY TO PLAN,C1,noun,
vocabulary,LANGUAGE,C1,noun,
vocational,,C1,adjective,
voluntary,,C1,adjective,
volunteer,,C1,verb,communication
wait,NOT DO SOMETHING,C1,verb,
wait and see,,C1,phrase,
wait and see,,C1,phrase,
walk,PATH,C1,noun,
walker,,C1,noun,
warrior,,C1,noun,
wave,MOVE SIDE TO SIDE,C1,verb,
way,MANNER,C1,noun,
weak,LIKELY TO FAIL,C1,adjective,
weaken,LOSE POWER,C1,verb,
well,CONSIDERABLY,C1,adverb,communication
well-balanced,PERSON,C1,adjective,people: personality
well-being,,C1,noun,body and health
well-educated,,C1,adjective,education
well-equipped,,C1,adjective,
well-informed,,C1,adjective,
well-off,,C1,adjective,money
well-qualified,,C1,adjective,education
when it comes to sth/doing sth,,C1,phrase,
widespread,,C1,adjective,
will,WHAT SOMEONE WANTS,C1,noun,people: personality
win,,C1,noun,shopping
wisely,,C1,adverb,
wit,,C1,noun,people: personality
witch,,C1,noun,
with all due respect,,C1,phrase,
with all due respect,,C1,phrase,
with all due respect,,C1,phrase,
withdraw,MONEY,C1,verb,money
withdraw,REMOVE,C1,verb,
with flying colors,IDIOM,C1,phrase,
with flying colors,IDIOM,C1,phrase,
with flying colors,IDIOM,C1,phrase,
within,INSIDE,C1,preposition,
with the aid of sth,,C1,phrase,
with the aid of sth,,C1,phrase,
workforce,COMPANY,C1,noun,work
working-class,,C1,adjective,
workplace,,C1,noun,work
workshop,,C1,noun,education
worse,,C1,noun,
worsen,,C1,verb,
worship,ADMIRE,C1,verb,
worship,RELIGION,C1,verb,
worthless,NOT IMPORTANT,C1,adjective,
worthy,DESERVING RESPECT,C1,adjective,
write sth up or write up sth,,C1,phrasal verb,"communication, people: actions"
wrong,NOT SUITABLE,C1,adjective,
"wrongly accused/convicted/imprisoned, etc.",,C1,phrase,
yet,IN THE FUTURE,C1,adverb,
yet again,,C1,phrase,
yield,TRAFFIC,C1,verb,
youngster,,C1,noun,
you see,,C1,phrase,
"10/20, etc. months/years sb's junior",,C2,phrase,
"a bad/good, etc. judge of sth",,C2,phrase,people: personality
"a bad/rough, etc. patch",,C2,phrase,
a bite (to eat),,C2,phrase,food and drink
able,SMART,C2,adjective,people: personality
a bone of contention,IDIOM,C2,phrase,
"a book of stamps/tickets, etc.",,C2,phrase,
above,TOO IMPORTANT,C2,adverb,
a breath of fresh air,IDIOM,C2,phrase,describing things
a breath of fresh air,IDIOM,C2,phrase,describing things
a breath of fresh air,IDIOM,C2,phrase,describing things
a broken home,,C2,phrase,relationships
a broken home,,C2,phrase,relationships
abrupt,QUICK,C2,adjective,people: personality
abrupt,SUDDEN,C2,adjective,
abruptly,,C2,adverb,
Absolutely not.,,C2,phrase,communication
a bundle of energy/nerves,,C2,phrase,people: personality
abuse,LANGUAGE,C2,noun,communication
abusive,,C2,adjective,
accelerate,VEHICLE,C2,verb,travel
accessible,UNDERSTAND,C2,adjective,
"accident-/injury-, etc. prone",,C2,phrase,
accompany,MUSIC,C2,verb,arts and media
accountable,,C2,adjective,
account for sth,REASON,C2,phrasal verb,communication
accumulation,,C2,noun,
a change of heart,IDIOM,C2,phrase,
a change of heart,IDIOM,C2,phrase,
a clap of thunder,,C2,phrase,
a clap of thunder,,C2,phrase,
a conflict of interest,,C2,phrase,
a conflict of interest,,C2,phrase,
"a conscious decision/choice/effort, etc.",,C2,phrase,
acre,,C2,noun,describing things
across the board,,C2,phrase,
across the board,,C2,phrase,
act,FALSE BEHAVIOR,C2,noun,
action,FIGHTING,C2,noun,
action,PROCESS,C2,noun,
add insult to injury,,C2,phrase,
add insult to injury,,C2,phrase,
add insult to injury,,C2,phrase,
address,SPEAK,C2,verb,communication
address,BUILDING DETAILS,C2,verb,
"a dim memory/recollection, etc.",,C2,phrase,
"a display of affection/anger, etc.",,C2,phrase,people: personality
adjacent,,C2,adjective,describing things
administration,MANAGEMENT,C2,noun,
administration,GOVERNMENT,C2,noun,
adolescent,,C2,noun,people: appearance
a double-edged sword,IDIOM,C2,phrase,
a downward spiral,,C2,phrase,
a downward spiral,,C2,phrase,
a drain on sb/sth,,C2,phrase,
a drop in the ocean,IDIOM,C2,phrase,
a drop in the ocean,IDIOM,C2,phrase,
adverse effect(s)/reaction(s)/conditions,,C2,phrase,describing things
advocate,,C2,noun,
advocate,,C2,verb,
"a fair amount/distance/size, etc.",,C2,phrase,
a fair chance,,C2,phrase,
a fair chance,,C2,phrase,
a faraway look/expression,,C2,phrase,
affectionate,,C2,adjective,people: personality
a flight of stairs,,C2,phrase,
a flight of stairs,,C2,phrase,
a force to be reckoned with,,C2,phrase,
a free hand,IDIOM,C2,phrase,
a free hand,IDIOM,C2,phrase,
after,NAMED FOR,C2,preposition,
against all odds,,C2,phrase,
against all odds,,C2,phrase,
"against sb's advice/wishes, etc.",,C2,phrase,
age,OLD,C2,noun,
agenda,IMPORTANT SUBJECTS,C2,noun,
"a good 20 minutes/30 miles, etc.",,C2,phrase,
"a handsome profit/sum, etc.",,C2,phrase,
ahead,MORE PROGRESS,C2,adjective,
a hint of sth,,C2,phrase,
a hold on/over sth/sb,,C2,phrase,
air,QUALITY,C2,noun,
a labor of love,IDIOM,C2,phrase,
a labor of love,IDIOM,C2,phrase,
alarm,WORRY,C2,noun,
a last resort,,C2,phrase,
a last resort,,C2,phrase,
albeit,,C2,conjunction,
alcoholic,PERSON,C2,adjective,people: personality
alcoholic,,C2,noun,
alert,,C2,verb,
alive,PLACE,C2,adjective,
alive,CONTINUING,C2,adjective,
all but,,C2,phrase,
all but,,C2,phrase,
allege,,C2,verb,communication
allegedly,,C2,adverb,
alliance,,C2,noun,
allied,,C2,adjective,
(all) in one,,C2,phrase,
(all) in one,,C2,phrase,
allocation,PROCESS,C2,noun,
allocation,PART,C2,noun,
allow,NOT PREVENT,C2,verb,
all shapes and sizes,,C2,phrase,describing things
all shapes and sizes,,C2,phrase,describing things
"all the better/easier/more exciting, etc.",,C2,phrase,
ally,COUNTRY,C2,noun,
alone,ONLY ONE,C2,adjective,
along the lines of sth,,C2,phrase,
along the lines of sth,,C2,phrase,
a mark of sth,,C2,phrase,
"a matter of confidence/luck/waiting, etc.",,C2,phrase,
"a matter of days/weeks/feet, etc.",,C2,phrase,
a matter of life and death,,C2,phrase,
a matter of life and death,,C2,phrase,
a matter of life and death,,C2,phrase,
ambiguity,,C2,noun,
ambiguous,,C2,adjective,
a means to an end,,C2,phrase,
a means to an end,,C2,phrase,
a measure of sth,,C2,phrase,
amend,,C2,verb,
amid,AMONG,C2,preposition,
analogous,,C2,adjective,
analogy,,C2,noun,
an appetite for something,,C2,phrase,
a narrow escape,,C2,phrase,
a narrow escape,,C2,phrase,
"an aspiring writer/actor/artist, etc.",,C2,phrase,
an authority on sth,,C2,phrase,
anchor,BOAT,C2,noun,
anchor,SUPPORT,C2,noun,
anchor,JOB,C2,noun,arts and media
anchor,FASTEN,C2,verb,
anchor,BOAT,C2,verb,
an element of sth,,C2,phrase,
a nest egg,IDIOM,C2,phrase,
a nest egg,IDIOM,C2,phrase,
animated,EXCITEMENT,C2,adjective,people: personality
an intimate knowledge/understanding of sth,,C2,phrase,
an invasion of privacy,,C2,phrase,
an invasion of privacy,,C2,phrase,
"an isolated case/event/example, etc.",,C2,phrase,
anonymous,,C2,adjective,
an ounce of sch.,,C2,phrase,
antibiotic,,C2,noun,body and health
anticipation,WAITING,C2,noun,
an uphill battle/struggle,,C2,phrase,
"anything/as/what/whatever, etc. you please",,C2,phrase,
a/one hell of a,,C2,phrase,
a passport to sth,,C2,phrase,
a plethora of sth,,C2,phrase,
apologetic,,C2,adjective,people: personality
appalling,,C2,adjective,describing things
appeal,REQUEST,C2,noun,communication
applaud,PRAISE,C2,verb,
application,USE,C2,noun,
apply yourself,,C2,phrase,
appointment,JOB,C2,noun,work
appreciate,UNDERSTAND,C2,verb,
"a profound effect/impact/influence, etc.",,C2,phrase,
"a public announcement/appearance/statement, etc.",,C2,phrase,
arbitrary,,C2,adjective,
arch,,C2,noun,
arch,,C2,verb,
arid,,C2,adjective,natural world
a riot of sth,,C2,phrase,
arm,CHAIR,C2,noun,
armed with sth,,C2,phrase,
arm in arm,,C2,phrase,
army,ORGANIZED GROUP,C2,noun,
a roof over your head,,C2,phrase,
around,EXISTING,C2,adverb,
arouse,,C2,verb,
arrival,BECOME AVAILABLE,C2,noun,
"arrive at an solution/conclusion/answer, etc.",,C2,phrase,
artificial,NOT SINCERE,C2,adjective,people: personality
artificial intelligence,,C2,noun,
"artistically/technically, etc. inclined",,C2,phrase,people: personality
arts,,C2,phrase,education
a run of sth,,C2,phrase,
a safe bet,,C2,phrase,
a safe bet,,C2,phrase,
a shade,,C2,phrase,
"a sharp bend/turn, etc.",,C2,phrase,
"a sharp contrast/difference, etc.",,C2,phrase,
a sharp pain,,C2,phrase,body and health
a sharp pain,,C2,phrase,body and health
a shoulder to cry on,IDIOM,C2,phrase,
a shoulder to cry on,IDIOM,C2,phrase,
as it stands,,C2,phrase,
as it stands,,C2,phrase,
ask yourself sth,,C2,phrase,
a slap in the face,IDIOM,C2,phrase,
a slap in the face,IDIOM,C2,phrase,
asleep,FEELING,C2,adjective,body and health
a/some degree of sth,,C2,phrase,
as opposed to,,C2,phrase,
as opposed to,,C2,phrase,
a sore point,IDIOM,C2,phrase,
a sore point,IDIOM,C2,phrase,
aspiration,,C2,noun,
aspire to (do) sth,,C2,phrase,
assault,,C2,noun,
assault,,C2,verb,
assemble,BUILD,C2,verb,
assemble,GROUP,C2,verb,
assembly,GROUP,C2,noun,
assembly,BUILD,C2,noun,
assertive,,C2,adjective,people: personality
"assert your authority/control/independence, etc.",,C2,phrase,
assert yourself,,C2,phrase,people: personality
assign sb to sth,,C2,phrasal verb,
associate with sb,,C2,phrasal verb,relationships
association,CONNECTION,C2,noun,
"assume control/power/responsibility, etc.",,C2,phrase,
assurance,CONFIDENCE,C2,noun,people: personality
as the/its name implies,,C2,phrase,
as the/its name implies,,C2,phrase,
as the/its name implies,,C2,phrase,
a stone's throw,IDIOM,C2,phrase,
a stone's throw,IDIOM,C2,phrase,
a string of sth,,C2,phrase,
a stroke of luck,,C2,phrase,
a stroke of luck,,C2,phrase,
a stroll/trip/walk down memory lane,IDIOM,C2,phrase,
"a strong chance/possibility, etc.",,C2,phrase,
astronomy,,C2,noun,natural world
a suggestion of/that sth,,C2,phrase,
at a disadvantage,,C2,phrase,
at a disadvantage,,C2,phrase,
at a loss,,C2,phrase,
at a loss,,C2,phrase,
at a loss for words,,C2,phrase,
at a loss for words,,C2,phrase,
at a loss for words,,C2,phrase,
at any price,IDIOM,C2,phrase,
at any rate,,C2,phrase,communication
at any rate,,C2,phrase,communication
a taste for sth,,C2,phrase,
at best,,C2,phrase,
at best,,C2,phrase,
at/by your side,,C2,phrase,
at/from the outset,,C2,phrase,
at heart,,C2,phrase,
at heart,,C2,phrase,
a/the prime example,,C2,phrase,
a/the prime example,,C2,phrase,
a thirst for sth,,C2,phrase,
a tight corner,IDIOM,C2,phrase,
a tight corner,IDIOM,C2,phrase,
at issue,,C2,phrase,
at issue,,C2,phrase,
at length,,C2,phrase,
at length,,C2,phrase,
at one time or another,,C2,phrase,
at one time or another,,C2,phrase,
at one time or another,,C2,phrase,
a touch,,C2,phrase,describing things
at sb's expense,,C2,phrase,
at sb's expense,,C2,phrase,
attach,INCLUDE,C2,verb,
"attach importance/value, etc. to sb/sth",,C2,phrase,
attachment,FEELING,C2,noun,
attack,DISEASE,C2,verb,body and health
attack,CRITICISM,C2,noun,communication
attainable,,C2,adjective,
at the best of times,,C2,phrase,
at the best of times,,C2,phrase,
at the best of times,,C2,phrase,
at the latest,,C2,phrase,
at the latest,,C2,phrase,
"at the tender age of 8/17/25, etc.",,C2,phrase,
"at the tender age of 8/17/25, etc.",,C2,phrase,
"at the tender age of 8/17/25, etc.",,C2,phrase,
at this rate,,C2,phrase,communication
at this rate,,C2,phrase,communication
attraction,FEELING,C2,noun,relationships
attribute,,C2,noun,
attribute sth to sth,,C2,phrasal verb,
at your fingertips,IDIOM,C2,phrase,
at your fingertips,IDIOM,C2,phrase,
at your own risk,,C2,phrase,
at your own risk,,C2,phrase,
automatic,PERSON,C2,adjective,
automatic,CERTAIN,C2,adjective,
a vain attempt/effort/hope,,C2,phrase,
avenue,POSSIBILITY,C2,noun,
a vicious circle/cycle,,C2,phrase,
"a wave of hatred/enthusiasm/sadness, etc.",,C2,phrase,
away,CONTINUOUS ACTION,C2,adverb,
awe,,C2,noun,
a wealth of sth,,C2,phrase,
awesome,SPECIAL,C2,adjective,describing things
"a wild accusation/guess/rumor, etc.",,C2,phrase,
awkward,WITHOUT BEAUTY,C2,adjective,
back,SEAT,C2,noun,
back,SUPPORT,C2,verb,"communication, money"
back and forth,,C2,phrase,
backing,,C2,noun,
back off,,C2,phrasal verb,people: actions
"back (sth) away/into/out, etc.",,C2,phrase,
back up sth or back sth up,,C2,phrasal verb,
backward,LESS DEVELOPED,C2,adjective,
baggage,FEELINGS,C2,noun,
balcony,THEATER,C2,noun,buildings
band,THIN PIECE,C2,noun,
bare,EMPTY,C2,adjective,
bare,BASIC,C2,adjective,
bark,TREE,C2,noun,
barn,,C2,noun,
base,MAIN PLACE,C2,noun,
base,MAIN PART,C2,noun,
battle,ARGUMENT,C2,noun,
battle,,C2,verb,
be a disgrace to sb/sth,,C2,phrase,
be a first,,C2,phrase,
be aimed at doing sth,,C2,phrase,
be alive and well/kicking,IDIOM,C2,phrase,
be an inspiration to sb,,C2,phrase,
bear,HAVE CHILD,C2,verb,body and health
"bear a/little/no, etc. resemblance to sth/sb",,C2,phrase,
"bear a/no/some, etc., resemblance to sb/sth",,C2,phrase,describing things
be a revelation,,C2,phrase,
bear fruit,IDIOM,C2,phrase,
bear fruit,,C2,phrase,
beat,SOUND,C2,verb,
be at a premium,,C2,phrase,
be at a premium,,C2,phrase,
be at liberty to do sth,,C2,phrase,
be at liberty to do sth,,C2,phrase,
be at odds with sb/sth,IDIOM,C2,phrase,
be at odds with sb/sth,IDIOM,C2,phrase,
be at/reach the end of your rope,IDIOM,C2,phrase,
be at stake,,C2,phrase,
be at stake,,C2,phrase,
be at the mercy of sb/sth,,C2,phrase,
be at the mercy of sb/sth,,C2,phrase,
be blind to sth,,C2,phrase,
be born,,C2,phrase,
"be bursting with confidence/joy, etc.",,C2,phrase,people: personality
be calculated to do sth,,C2,phrase,
be called up,,C2,phrasal verb,
become of sb/sth,,C2,phrase,
be coming along,,C2,phrase,
be confronted by/with sth,,C2,phrase,
be consumed by/with sth,,C2,phrase,
be crawling with sb/sth,,C2,phrase,
be crying out for sth,,C2,phrasal verb,
bed,BOTTOM,C2,noun,natural world
bed,GROUND,C2,noun,
be disposed to do sth,,C2,phrase,
be down in the dumps,IDIOM,C2,phrase,
be down in the dumps,IDIOM,C2,phrase,
be endowed with sth,,C2,phrase,
be/feel on top of the world,IDIOM,C2,phrase,
be/feel on top of the world,IDIOM,C2,phrase,
be/feel under the weather,IDIOM,C2,phrase,body and health
be flooded with sth,,C2,phrasal verb,
before,IMPORTANCE,C2,preposition,
be foreign to sb,,C2,phrase,
be full of yourself,,C2,phrase,people: personality
be/get caught,,C2,phrase,
be/get caught up in sth,,C2,phrasal verb,
be/get stuck with sb/sth,,C2,phrase,
be glued to sth,,C2,phrasal verb,
(be) green with envy,,C2,phrase,
(be) green with envy,,C2,phrase,
be hard on sb,,C2,phrase,
be/have yet to do sth,,C2,phrase,
behind,NOT AFFECTING,C2,preposition,
behind closed doors,IDIOM,C2,phrase,
behind closed doors,IDIOM,C2,phrase,
behind closed doors,IDIOM,C2,phrase,
behind sb's back,,C2,phrase,
behind sb's back,,C2,phrase,
behind the scenes,IDIOM,C2,phrase,
behind the scenes,IDIOM,C2,phrase,
be hungry for sth,,C2,phrase,
be in awe of sb,,C2,phrase,
be in awe of sb,,C2,phrase,
be in bad/poor taste,,C2,phrase,
be in bad/poor taste,,C2,phrase,
be in good taste,,C2,phrase,
be in good taste,,C2,phrase,
be in good taste,,C2,phrase,
be in line with sth,,C2,phrase,
be in line with sth,,C2,phrase,
be intent on sth/doing sth,,C2,phrase,
be in the cards,IDIOM,C2,phrase,
be in the cards,IDIOM,C2,phrase,
be in the mood for sth/to do sth,,C2,phrase,
be in the process of doing sth,,C2,phrase,
be in the same boat,IDIOM,C2,phrase,
be in the same boat,IDIOM,C2,phrase,
be in the same boat,IDIOM,C2,phrase,
be in tune with sb/sth,,C2,phrase,
be in tune with sb/sth,,C2,phrase,
be itching to do sth,,C2,phrase,
be lacking,,C2,phrase,
be led by sth,,C2,phrase,
be liable to do sth,,C2,phrase,
belief,EFFECTIVE,C2,noun,
be (like) water off a duck's back,IDIOM,C2,phrase,
be (like) water off a duck's back,IDIOM,C2,phrase,
be looking to do sth,,C2,phrase,
be lost for words,IDIOM,C2,phrase,
below,RANK,C2,adverb,
be miles ahead (of sb/sth),,C2,phrase,
be misunderstood,,C2,phrase,
bend/stretch the rules,,C2,phrase,
beneath,NOT GOOD ENOUGH,C2,preposition,
be news to sb,IDIOM,C2,phrase,
be no laughing matter,,C2,phrase,
be no laughing matter,,C2,phrase,
be no match for sb/sth,,C2,phrase,
be no mean feat,,C2,phrase,
be no mean feat,,C2,phrase,
be nothing if not sth,,C2,phrase,
be nothing if not sth,,C2,phrase,
be on cloud nine,IDIOM,C2,phrase,
be on cloud nine,IDIOM,C2,phrase,
be on cloud nine,IDIOM,C2,phrase,
be on edge,,C2,phrase,people: personality
be on edge,,C2,phrase,people: personality
"be on good/bad/friendly, etc. terms",,C2,phrase,relationships
"be on good/bad/friendly, etc. terms",,C2,phrase,relationships
be only human,,C2,phrase,people: personality
be only human,,C2,phrase,people: personality
be on the brink of sth,,C2,phrase,
be on the brink of sth,,C2,phrase,
(be) on the line,IDIOM,C2,phrase,work
(be) on the line,IDIOM,C2,phrase,work
be on the same wavelength,IDIOM,C2,phrase,
be on the same wavelength,IDIOM,C2,phrase,
be on the verge of sth,,C2,phrase,
be on the verge of sth/doing sth,,C2,phrase,
be on (your) guard,IDIOM,C2,phrase,
be on (your) guard,IDIOM,C2,phrase,
(be) out of line,IDIOM,C2,phrase,
(be) out of line,IDIOM,C2,phrase,
be out of the question,,C2,phrase,
be out of the question,,C2,phrase,
be out of this world,,C2,phrase,
be out of this world,,C2,phrase,
be out of touch,,C2,phrase,
be out of touch,,C2,phrase,
"be overcome by excitement/fear/sadness, etc.",,C2,phrase,
be poles apart,IDIOM,C2,phrase,
be poles apart,IDIOM,C2,phrase,
"be posted to France/London/Singapore, etc.",,C2,phrase,
be prone to sth/doing sth,,C2,phrase,
be reliant on sb/sth,,C2,phrase,
be revolted by sth,,C2,phrase,
be/run counter to sth,,C2,phrase,
be running at sth,,C2,phrase,
beside the point,,C2,phrase,
beside yourself,,C2,phrase,people: personality
be slow to do sth; be slow in doing sth,,C2,phrase,
be snowed in,,C2,phrase,
be snowed under,,C2,phrase,
