Kanji,Hiragana,English,JLPT
暴動,ぼうどう,"insurrection, rebellion, revolt, riot, uprising",N1
暴風,ぼうふう,"storm, windstorm, gale",N1
暴力,ぼうりょく,violence,N1
募金,ぼきん,"fund-raising, collection of funds",N1
牧師,ぼくし,"pastor, minister, clergyman",N1
母校,ぼこう,alma mater,N1
没収,ぼっしゅう,forfeited,N1
坊ちゃん,ぼっちゃん,son (of others),N1
,ぼつぼつ,"gradually, here and there, spots, pimples",N1
没落,ぼつらく,"ruin, fall, collapse",N1
,ぼやく,"to grumble, to complain",N1
,ぼやける,"to become dim, to become blurred",N1
藍褸,ぼろ,"rag, scrap, tattered clothes, fault (esp. in a pretense), defect, run-down or junky",N1
枚,まい,counter for flat objects (e.g. sheets of paper),N1
埋蔵,まいぞう,"buried property, treasure trove",N1
舞う,まう,"to dance, to flutter about, to revolve",N1
真上,まうえ,"just above, right overhead",N1
前売り,まえうり,"advance sale, booking",N1
前置き,まえおき,"preface, introduction",N1
前もって,まえもって,"in advance, beforehand, previously",N1
任す,まかす,"to entrust, to leave to a person",N1
負かす,まかす,to defeat,N1
賄う,まかなう,"to give board to, to provide meals, to pay",N1
曲がる,まがる,"to turn, to bend",N1
巻,まき,volume,N1
紛らわしい,まぎらわしい,"confusing, misleading, equivocal, ambiguous",N1
紛れる,まぎれる,"to be diverted, to slip into",N1
膜,まく,"membrane, film",N1
捲る,まくる,verb suffix to indicate reckless abandon to the activity,N1
真心,まこころ,"sincerity, devotion",N1
誠,まこと,"truth, faith, fidelity, sincerity, trust, confidence, reliance, devotion",N1
真に,まことに,"truly, actually, really",N1
,まごつく,"to be confused, to be flustered",N1
正しく,まさしく,"surely, no doubt, evidently",N1
正に,まさに,"correctly, surely",N1
勝る,まさる,"to excel, to surpass, to outrival",N1
増し,まし,"extra, additional, less objectionable, better, preferable",N1
真下,ました,"right under, directly below",N1
況して,まして,"still more, still less (with neg. verb), to say nothing of, not to mention",N1
交える,まじえる,"to mix, to converse with, to cross (swords)",N1
交わる,まじわる,"to cross, to intersect, to associate with, to mingle with, to interest, to join",N1
麻酔,ますい,anaesthesia,N1
益々,ますます,"increasingly, more and more",N1
不味い,まずい,"unappetising, unpleasant (taste appearance situation), ugly, unskilful, awkward, bungling, unwise, untime",N1
股,また,"groin, crotch, thigh",N1
跨がる,またがる,"to extend over or into, to straddle",N1
跨ぐ,またぐ,to straddle,N1
瞬き,またたき,"wink, twinkling (of stars), flicker (of light)",N1
待ち合わせ,まちあわせ,appointment,N1
間違う,まちがう,"to make a mistake, to be incorrect, to be mistaken",N1
待ち遠しい,まちどおしい,looking forward to,N1
待ち望む,まちのぞむ,"to look anxiously for, to wait eagerly for",N1
区々,まちまち,"1. several, various, divergent, conflicting, different, diverse, 2. trivial",N1
末期,まっき,"closing years (period days), last stage",N1
真っ二つ,まっぷたつ,in two equal parts,N1
的,まと,"mark, target",N1
纏まり,まとまり,"conclusion, settlement, consistency",N1
纏め,まとめ,"settlement, conclusion",N1
免れる,まぬかれる,"to escape from, to be rescued from, to avoid, to evade, to avert, to elude, to be exempted, to be relieved",N1
招き,まねき,invitation,N1
麻痺,まひ,"paralysis, palsy, numbness, stupor",N1
眩しい,まぶしい,"dazzling, radiant",N1
目蓋,まぶた,eyelid,N1
間々,まま,"occasionally, frequently",N1
間もなく,まもなく,"soon, before long, in a short time",N1
眉,まゆ,eyebrow,N1
鞠,まり,ball,N1
丸ごと,まるごと,"in its entirety, whole, wholly",N1
丸っきり,まるっきり,"completely, perfectly, just as if",N1
丸で,まるで,"quite, entirely, completely, at all, as if, as though, so to speak",N1
丸々,まるまる,completely,N1
丸める,まるめる,"to make round, to round off, to roll up, to curl up, to seduce, to cajole, to explain away",N1
満月,まんげつ,full moon,N1
満場,まんじょう,"unanimous, whole audience",N1
真ん中,まんなか,"middle, centre, mid-way",N1
真ん前,まんまえ,"right in front, under the nose",N1
真ん丸い,まんまるい,perfectly circular,N1
三,み,(num) three,N1
見合い,みあい,formal marriage interview,N1
見合わせる,みあわせる,"to exchange glances, to postpone, to suspend operations, to refrain from performing an action",N1
見落とす,みおとす,"to overlook, to fail to notice",N1
未開,みかい,"savage land, backward region, uncivilized",N1
味覚,みかく,"taste, palate, sense of taste",N1
見掛ける,みかける,"to (happen to) see, to notice, to catch sight of",N1
三日月,みかずき,"new moon, crescent moon",N1
見方,みかた,viewpoint,N1
見苦しい,みぐるしい,"unsightly, ugly",N1
見込み,みこみ,"hope, prospects, expectation",N1
未婚,みこん,unmarried,N1
惨め,みじめ,miserable,N1
未熟,みじゅく,"inexperience, unripeness, raw, unskilled, immature, inexperienced",N1
微塵,みじん,"particle, atom",N1
見すぼらしい,みすぼらしい,"shabby, seedy",N1
見せびらかす,みせびらかす,"to show off, to flaunt",N1
見せ物,みせもの,"show, exhibition",N1
満たす,みたす,"to satisfy, to ingratiate, to fill, to fulfill",N1
乱す,みだす,"to throw out of order, to disarrange, to disturb",N1
乱れる,みだれる,"to get confused, to be disordered, to be disturbed",N1
未知,みち,not yet known,N1
導く,みちびく,"to be guided, to be shown",N1
身近,みぢか,"near oneself, close to one, familiar",N1
密集,みっしゅう,"crowd, close formation, dense",N1
密接,みっせつ,"related, connected, close, intimate",N1
見っともない,みっともない,"shameful, indecent",N1
蜜,みつ,"nectar, honey",N1
密度,みつど,density,N1
見積り,みつもり,"estimation, quotation",N1
未定,みてい,"not yet fixed, undecided, pending",N1
見通し,みとおし,"perspective, unobstructed view, outlook, forecast, prospect, insight",N1
源,みなもと,"source, origin",N1
身なり,みなり,personal appearance,N1
峰,みね,"peak, ridge",N1
見逃す,みのがす,"to miss, to overlook, to leave at large",N1
見晴らし,みはらし,view,N1
身振り,みぶり,gesture,N1
見舞,みまい,"enquiry, expression of sympathy, expression of concern",N1
脈,みゃく,pulse,N1
未練,みれん,"lingering affection, attachment, regret(s), reluctance",N1
見渡す,みわたす,"to look out over, to survey (scene), to take an extensive view of",N1
民主,みんしゅ,"democratic, the head of the nation",N1
民宿,みんしゅく,private home providing lodging for travelers,N1
民族,みんぞく,"people, race, nation, racial customs, folk customs",N1
民俗,みんぞく,"people, race, nation, racial customs, folk customs",N1
六,む,(num) six,N1
無意味,むいみ,"nonsense, no meaning",N1
向き,むき,"direction, situation, exposure, aspect, suitability",N1
無口,むくち,reticence,N1
向け,むけ,"for ~, oriented towards ~",N1
婿,むこ,son-in-law,N1
無効,むこう,"invalid, no effect, unavailable",N1
無言,むごん,silence,N1
毟る,むしる,"to pluck, to pick, to tear",N1
無邪気,むじゃき,"innocence, simple-mindedness",N1
結び,むすび,"ending, conclusion, union",N1
結び付き,むすびつき,"connection, relation",N1
結び付く,むすびつく,"to be connected or related, to join together",N1
結び付ける,むすびつける,"to combine, to join, to tie on, to attach with a knot",N1
無線,むせん,"wireless, radio",N1
無駄遣い,むだづかい,"waste money on, squander money on, flog a dead horse",N1
無断,むだん,"without permission, without notice",N1
無知,むち,ignorance,N1
無茶,むちゃ,"absurd, unreasonable, excessive, rash, absurdity, nonsense",N1
無茶苦茶,むちゃくちゃ,"confused, jumbled, mixed up, unreasonable",N1
空しい,むなしい,"vacant, futile, vain, void, empty, ineffective, lifeless",N1
無念,むねん,"chagrin, regret",N1
無能,むのう,"inefficiency, incompetence",N1
無闇に,むやみに,"unreasonably, absurdly, recklessly, indiscreetly, at random",N1
無用,むよう,"useless, futility, needlessness, unnecessariness",N1
群がる,むらがる,"to swarm, to gather",N1
無論,むろん,"of course, naturally",N1
名産,めいさん,noted product,N1
名称,めいしょう,name,N1
命中,めいちゅう,a hit,N1
名簿,めいぼ,register of names,N1
名誉,めいよ,"honor, credit, prestige",N1
明瞭,めいりょう,clarity,N1
明朗,めいろう,"bright, clear, cheerful",N1
目方,めかた,weight,N1
恵み,めぐみ,blessing,N1
恵む,めぐむ,"to bless, to show mercy to",N1
目覚しい,めざましい,"brilliant, splendid, striking, remarkable",N1
目覚める,めざめる,to wake up,N1
召す,めす,"to call, to send for, to put on, to wear, to take (a bath), to ride in, to buy, to eat, to drink, to catch (a",N1
雌,めす,female (animal),N1
滅茶苦茶,めちゃくちゃ,"absurd, unreasonable, excessive, messed up, spoiled, wreaked",N1
目付き,めつき,"look, expression of the eyes, eyes",N1
滅亡,めつぼう,"downfall, ruin, collapse, destruction",N1
愛でたい,めでたい,auspicious,N1
目眩,めまい,"dizziness, giddiness",N1
目盛,めもり,"scale, gradations",N1
面会,めんかい,interview,N1
免除,めんじょ,"exemption, exoneration, discharge",N1
面する,めんする,"to face on, to look out on to",N1
面目,めんぼく,"face, honour, reputation, prestige, dignity, credit",N1
設ける,もうける,"to create, to establish",N1
申し入れる,もうしいれる,"to propose, to suggest",N1
申し込み,もうしこみ,"application, entry, request, subscription, offer, proposal, overture, challenge",N1
申出,もうしで,"proposal, request, claim, report, notice",N1
申し出る,もうしでる,"to report to, to tell, to suggest, to submit, to request, to make an offer, to come forward with informati",N1
申し分,もうしぶん,"objection, shortcomings",N1
盲点,もうてん,blind spot,N1
猛烈,もうれつ,"violent, vehement, rage",N1
藻掻く,もがく,"to struggle, to wriggle, to be impatient",N1
目録,もくろく,"catalogue, catalog, list",N1
目論見,もくろみ,"a plan, a scheme, a project, a program, intention, goal",N1
模型,もけい,"model, dummy, maquette",N1
模索,もさく,groping (for),N1
若し,もし,"if, in case, supposing",N1
若しかしたら,もしかしたら,"perhaps, maybe, by some chance",N1
若しかして,もしかして,"perhaps, possibly",N1
若しかすると,もしかすると,"perhaps, maybe, by some chance",N1
若しくは,もしくは,"or, otherwise",N1
若しも,もしも,if,N1
齎らす,もたらす,"to bring, to take, to bring about",N1
凭れる,もたれる,"to lean against, to lean on, to recline on, to lie heavy (on the stomach)",N1
持ち,もち,"1. hold, charge, keep possession, in charge, 2. wear, durability, life, draw, 3. usage (suff)",N1
持ち切り,もちきり,"hot topic, talk of the town",N1
物体ない,もったいない,"too good, more than one deserves, wasteful, sacrilegious, unworthy of",N1
以て,もって,"with, by, by means of, because, in view of",N1
専ら,もっぱら,"wholly, solely, entirely",N1
持て成す,もてなす,"to entertain, to make welcome",N1
持てる,もてる,"to be well liked, to be popular",N1
基,もとい,basis,N1
物置き,ものおき,storeroom,N1
物好き,ものずき,curiosity,N1
物足りない,ものたりない,"unsatisfied, unsatisfactory",N1
最早,もはや,"already, now",N1
模範,もはん,"exemplar, exemplification, exemplum, model, example",N1
模倣,もほう,"imitation, copying",N1
揉める,もめる,"to disagree, to dispute",N1
腿,もも,"thigh, femur",N1
催す,もよおす,"to hold (a meeting), to give (a dinner), to feel, to show signs of, to develop symptoms of, to feel (sick",N1
漏らす,もらす,"to let leak, to reveal",N1
盛り上がる,もりあがる,"to rouse, to swell, to rise",N1
漏る,もる,"to leak, to run out",N1
漏れる,もれる,"to leak out, to escape, to come through, to shine through, to filter out, to be omitted",N1
脆い,もろい,"brittle, fragile, tender-hearted",N1
,もろに,"completely, all the way",N1
問,もん,"problem, question",N1
矢,や,arrow,N1
哉,や,question mark,N1
喧しい,やかましい,"noisy, strict, fussy",N1
野外,やがい,"fields, outskirts, open air, suburbs",N1
軈て,やがて,"before long, soon, at length",N1
夜行,やぎょう,"walking around at night, night train, night travel",N1
役職,やくしょく,"post, managerial position, official position",N1
役立つ,やくだつ,"to be useful, to be helpful, to serve the purpose",N1
役場,やくば,town hall,N1
夜具,やぐ,bedding,N1
優,やさ,"gentle, affectionate",N1
屋敷,やしき,mansion,N1
養う,やしなう,"to rear, to maintain, to cultivate",N1
社,やしろ,Shinto shrine,N1
野心,やしん,"ambition, aspiration, designs, treachery",N1
易い,やすい,easy,N1
安っぽい,やすっぽい,"cheap-looking, tawdry, insignificant",N1
休める,やすめる,"to rest, to suspend, to give relief",N1
野生,やせい,wild,N1
矢鱈に,やたらに,"randomly, recklessly, blindly",N1
